540350	64402973.831	34.92300000041723
1641539	64402974.341	34.421999998390675
423028	64402979.76	37.48299999535084
669161	64402980.43	36.33100000023842
1549258	64402981.18	35.8940000012517
365345	64402983.91	34.90899999439716
613783	64402986.123	35.21600000560284
1086939	64402989.37	41.979999996721745
540350	64403003.48	29.648999996483326
1641539	64403003.939	29.59800000488758
669161	64403009.371	28.940999999642372
1549258	64403009.897	28.717000000178814
365345	64403012.3	28.390000000596046
423028	64403013.564	33.804000005126
613783	64403014.557	28.433999992907047
1086939	64403023.24	33.87000000476837
1641539	64403032.247	28.30799999833107
540350	64403033.702	30.222000002861023
1549258	64403038.507	28.609999999403954
669161	64403039.843	30.472000002861023
365345	64403040.814	28.51400000602007
613783	64403044.374	29.81700000166893
423028	64403046.149	32.58499999344349
1086939	64403057.159	33.91899999976158
1641539	64403062.663	30.41600000113249
540350	64403065.677	31.975000001490116
1549258	64403066.231	27.723999999463558
669161	64403068.531	28.68800000101328
365345	64403069.264	28.44999999552965
613783	64403072.79	28.41600000113249
423028	64403074.96	28.811000004410744
1086939	64403089.962	32.80299999564886
1641539	64403097.452	34.78899999707937
540350	64403098.141	32.46400000154972
1549258	64403098.65	32.41899999976158
365345	64403098.96	29.69600000232458
669161	64403099.873	31.342000000178814
613783	64403101.126	28.336000002920628
423028	64403103.87	28.90999999642372
1086939	64403123.217	33.25500000268221
1641539	64403125.448	27.99599999934435
540350	64403126.933	28.791999995708466
1549258	64403127.336	28.686000004410744
365345	64403127.892	28.931999996304512
669161	64403129.366	29.492999993264675
613783	64403129.45	28.324000000953674
423028	64403133.44	29.570000000298023
1641539	64403154.437	28.989000000059605
1549258	64403156.351	29.015000000596046
365345	64403156.796	28.903999999165535
540350	64403158.797	31.864000000059605
613783	64403159.663	30.212999999523163
669161	64403160.077	30.711000002920628
1086939	64403160.317	37.100000001490116
423028	64403163.175	29.734999999403954
365345	64403184.468	27.672000005841255
1549258	64403185.611	29.259999997913837
1641539	64403185.893	31.45600000023842
540350	64403187.512	28.71500000357628
613783	64403188.377	28.71399999409914
669161	64403188.981	28.903999999165535
423028	64403192.828	29.653000004589558
1086939	64403193.752	33.434999994933605
365345	64403211.684	27.215999998152256
1641539	64403213.666	27.77300000190735
1549258	64403214.326	28.714999996125698
540350	64403215.79	28.277999997138977
613783	64403216.326	27.949000000953674
669161	64403217.045	28.064000003039837
423028	64403221.849	29.020999997854233
1086939	64403226.108	32.35600000619888
365345	64403239.238	27.55399999767542
1549258	64403242.596	28.270000003278255
1641539	64403243.054	29.38799999654293
613783	64403244.494	28.168000005185604
669161	64403245.613	28.567999996244907
540350	64403246.201	30.41099999845028
423028	64403251.089	29.240000002086163
1086939	64403258.756	32.64799999445677
365345	64403266.135	26.89699999988079
1549258	64403270.347	27.751000002026558
1641539	64403270.813	27.75900000333786
613783	64403271.846	27.35199999809265
669161	64403273.986	28.373000003397465
540350	64403274.555	28.354000002145767
423028	64403280.077	28.987999998033047
1086939	64403291.864	33.10800000280142
365345	64403293.221	27.086000002920628
613783	64403301.157	29.310999996960163
1641539	64403302.119	31.306000001728535
1549258	64403302.451	32.10399999469519
669161	64403303.125	29.13899999856949
540350	64403303.559	29.00400000065565
423028	64403308.806	28.729000002145767
365345	64403321.475	28.25400000065565
613783	64403329.107	27.950000002980232
1549258	64403330.951	28.5
1641539	64403331.693	29.574000000953674
669161	64403332.027	28.902000002563
540350	64403332.601	29.042000003159046
423028	64403338.656	29.850000001490116
1086939	64403341.563	49.699000000953674
365345	64403349.594	28.118999995291233
613783	64403356.909	27.802000001072884
1549258	64403358.251	27.30000000447035
669161	64403360.302	28.274999998509884
1641539	64403360.701	29.00799999386072
540350	64403361.793	29.19199999421835
423028	64403368.499	29.84299999475479
1086939	64403374.693	33.13000000268221
365345	64403376.778	27.184000000357628
613783	64403384.812	27.902999997138977
1549258	64403385.976	27.725000001490116
669161	64403391.064	30.762000001966953
1641539	64403391.314	30.613000005483627
540350	64403392.066	30.27300000190735
423028	64403397.089	28.59000000357628
365345	64403404.04	27.262000001966953
1086939	64403408.273	33.57999999821186
613783	64403412.351	27.539000004529953
1549258	64403413.74	27.76399999856949
1641539	64403419.401	28.086999997496605
669161	64403420.139	29.07499999552965
540350	64403420.851	28.785000003874302
423028	64403424.995	27.90599999576807
365345	64403431.642	27.60199999809265
1086939	64403440.358	32.08500000089407
613783	64403448.353	36.001999996602535
613783	64403612.798	164.44500000029802
1549258	64403614.641	200.90100000053644
1641539	64403616.397	196.99599999934435
669161	64403617.951	197.81199999898672
540350	64403619.32	198.46899999678135
423028	64403620.153	195.1579999998212
365345	64403621.738	190.09600000083447
613783	64403646.04	33.2419999986887
1549258	64403647.208	32.56699999421835
1641539	64403647.8	31.402999997138977
669161	64403653.11	35.159000001847744
423028	64403656.577	36.42400000244379
540350	64403658.661	39.340999998152256
365345	64403668.579	46.84100000560284
613783	64403675.756	29.715999998152256
1549258	64403676.944	29.73600000143051
1641539	64403679.209	31.409000001847744
423028	64403686.318	29.74100000411272
669161	64403687.278	34.16799999773502
540350	64403694.138	35.47699999809265
613783	64403706.488	30.73200000077486
1549258	64403707.11	30.16600000113249
1641539	64403709.548	30.33900000154972
365345	64403711.446	42.8669999986887
423028	64403715.271	28.952999994158745
669161	64403717.985	30.707000002264977
540350	64403728.699	34.561000004410744
613783	64403735.496	29.008000001311302
1549258	64403737.144	30.034000001847744
1641539	64403738.042	28.494000002741814
423028	64403744.161	28.890000000596046
669161	64403749.359	31.373999997973442
365345	64403750.943	39.49700000137091
540350	64403763.385	34.68599999696016
613783	64403764.407	28.91099999845028
1549258	64403766.117	28.972999997437
1641539	64403768.961	30.91899999976158
423028	64403772.404	28.243000000715256
669161	64403779.511	30.152000002563
365345	64403787.942	36.99899999797344
540350	64403795.616	32.2309999987483
613783	64403796.095	31.68800000101328
